target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
attention_depth,expression_raw+fitness_screens+interactions,median,rank,15,0.25,60,42,3000,30,6,0.15066666666666667,1,attention_depth,0.2778168279508101,0.33297872340425533,incidental,3,0
attention_depth,expression_summary+published_screens,median,rank,15,0.0,25,42,3000,16,2,0.0,1,attention_depth,0.2777731745675939,0.35589941972920697,incidental,3,0
attention_depth,expression_summary+published_screens,median,rank,15,0.25,25,42,3000,16,2,0.0,1,attention_depth,0.2777731745675939,0.35589941972920697,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,50,0.25,60,42,3000,21,2,0.0,1,attention_depth,0.2773873210600232,0.35624729788153914,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,50,0.25,25,42,3000,21,2,0.0,1,attention_depth,0.2773873210600232,0.35624729788153914,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,50,0.0,60,42,3000,21,2,0.0,1,attention_depth,0.2773873210600232,0.35624729788153914,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,50,0.0,25,42,3000,21,2,0.0,1,attention_depth,0.2773873210600232,0.35624729788153914,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,15,0.25,60,42,3000,21,2,0.0,1,attention_depth,0.2773811913104306,0.35640138408304495,incidental,3,0
attention_depth,fitness_screens+protein_features,median,rank,15,0.25,25,42,3000,21,2,0.0,1,attention_depth,0.2773811913104306,0.35640138408304495,incidental,3,0
attention_depth,expression_summary+expression_raw+protein_features,median,rank,50,0.0,60,42,3000,35,8,0.08,1,attention_depth,0.27690892124222033,0.34,incidental,3,0
attention_depth,expression_summary+expression_raw+protein_features,median,rank,50,0.25,25,42,3000,35,10,0.19133333333333333,1,attention_depth,0.27674968269934247,0.3375,incidental,3,0
attention_depth,expression_raw+interactions,median,rank,50,0.25,25,42,3000,22,2,0.0,1,attention_depth,0.27670912728485486,0.3477768337581421,incidental,3,0
attention_depth,expression_raw+interactions,median,rank,50,0.25,60,42,3000,22,2,0.0,1,attention_depth,0.27670912728485486,0.3477768337581421,incidental,3,0
attention_depth,expression_raw+fitness_screens,median,rank,50,0.25,60,42,3000,26,2,0.3863333333333333,1,attention_depth,0.2766997026085288,0.35204567078972404,incidental,3,0
attention_depth,expression_raw+interactions,median,rank,15,0.25,60,42,3000,22,2,0.0,1,attention_depth,0.27632458350219447,0.3473087818696884,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,50,0.0,60,42,3000,34,4,0.001,1,attention_depth,0.27623539880431014,0.33380215658696677,incidental,3,0
attention_depth,published_screens+interactions,median,rank,15,0.25,60,42,3000,16,2,0.0,1,attention_depth,0.2761533455762463,0.35398230088495575,incidental,3,0
