Gene ID	Gene Name or Symbol	Product Description	gene_source_id
TGME49_318525	N/A	hypothetical protein	TGME49_318525
TGME49_318540	CBDP2	calcium-binding egf domain-containing protein CBDP2	TGME49_318540
TGME49_318550	N/A	hypothetical protein	TGME49_318550
TGME49_318560	N/A	ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein	TGME49_318560
TGME49_318570	N/A	SFT2 family protein	TGME49_318570
TGME49_318580	PGM2	phosphoglucomutase PGM2	TGME49_318580
TGME49_318590	HCF101	Fe-S cluster assembly factor HCF101	TGME49_318590
TGME49_318600	N/A	DNA /pantothenate metabolism flavoprotein	TGME49_318600
TGME49_318610	AP2IV3	AP2 domain transcription factor AP2IV-3	TGME49_318610
TGME49_318615	N/A	tRNA-Phe	TGME49_318615
TGME49_318620	N/A	RNA-directed RNA polymerase	TGME49_318620
TGME49_318632	N/A	hypothetical protein	TGME49_318632
TGME49_318640	N/A	hypothetical protein	TGME49_318640
TGME49_318650	N/A	transhydrogenase	TGME49_318650
TGME49_318660	PPM5B	protein phosphatase PPM5B	TGME49_318660
TGME49_318675	PDE8	3'5'-cyclic nucleotide phosphodiesterase PDE8	TGME49_318675
TGME49_318690	N/A	RNA recognition motif-containing protein	TGME49_318690
TGME49_318700	N/A	eukaryotic initiation factor-6, putative	TGME49_318700
TGME49_318710	N/A	ATP-binding cassette sub-family F member 1	TGME49_318710
TGME49_318720	N/A	pyridoxal phosphate enzyme, YggS family protein	TGME49_318720
TGME49_318730	N/A	glycosyl transferase	TGME49_318730
TGME49_318750	DPA	deoxyribose-phosphate aldolase	TGME49_318750
TGME49_318760	N/A	hypothetical protein	TGME49_318760
TGME49_318770	ARK2	aurora-related kinase ARK2	TGME49_318770
TGME49_318880	N/A	hypothetical protein	TGME49_318880
TGME49_319090	N/A	IgA-specific serine endopeptidase	TGME49_319090
TGME49_319300	N/A	glycosylphosphatidylinositol anchor attachment 1 protein, putative	TGME49_319300
TGME49_319320	N/A	hypothetical protein	TGME49_319320
TGME49_319330	N/A	tRNA-Ser	TGME49_319330
TGME49_319340	GRA52	dense granule protein GRA52	TGME49_319340
TGME49_319350	SRS17B	SAG-related sequence SRS17B	TGME49_319350
TGME49_319360	SRS17A	SAG-related sequence SRS17A	TGME49_319360
TGME49_319370	N/A	hypothetical protein	TGME49_319370
TGME49_319380	N/A	hypothetical protein	TGME49_319380
TGME49_319390	N/A	hypothetical protein	TGME49_319390
TGME49_319500	N/A	TMEM121 domain-containing protein	TGME49_319500
TGME49_319510	N/A	hypothetical protein	TGME49_319510
TGME49_319520	N/A	hypothetical protein	TGME49_319520
TGME49_319530	SR1	serine/arginine-rich splicing factor SR1	TGME49_319530
TGME49_319540	N/A	EF hand domain-containing protein	TGME49_319540
TGME49_319550	N/A	membrane protein C17G8.08c, putative	TGME49_319550
TGME49_319560	MIC3	microneme protein MIC3	TGME49_319560
TGME49_319570	N/A	WD domain, G-beta repeat-containing protein	TGME49_319570
TGME49_319580	N/A	hypothetical protein	TGME49_319580
TGME49_319590	N/A	helicase, putative	TGME49_319590
TGME49_319600	N/A	alpha-tubulin N-acetyltransferase, putative	TGME49_319600
TGME49_319610	N/A	eIF2 kinase IF2K-D (incomplete catalytic triad)	TGME49_319610
TGME49_319620	N/A	hypothetical protein	TGME49_319620
TGME49_319630	N/A	hypothetical protein	TGME49_319630
TGME49_319640	N/A	hypothetical protein	TGME49_319640
TGME49_319650	N/A	3' exoribonuclease family, domain 1 domain-containing protein	TGME49_319650
TGME49_319658	N/A	CBF/Mak21 family protein	TGME49_319658
TGME49_319662	N/A	histone lysine methyltransferase, SET, putative	TGME49_319662
TGME49_319670	N/A	hypothetical protein	TGME49_319670
TGME49_319680	N/A	hypothetical protein	TGME49_319680
TGME49_319690	N/A	hypothetical protein	TGME49_319690
TGME49_319695	N/A	hypothetical protein	TGME49_319695
TGME49_319700	N/A	NEK kinase	TGME49_319700
TGME49_319710	N/A	kinesin motor domain-containing protein	TGME49_319710
TGME49_319720	N/A	hypothetical protein	TGME49_319720
TGME49_319730	N/A	YOU2 family C2C2 zinc finger protein	TGME49_319730
TGME49_319740	N/A	transporter, major facilitator family protein	TGME49_319740
TGME49_319850	N/A	splicing factor U2AF family SnRNP auxilary factor large subunit, RRM domain-containing protein	TGME49_319850
TGME49_319860	N/A	DNA polymerase family B protein	TGME49_319860
TGME49_319870	N/A	ubiquitin-conjugating enzyme subfamily protein	TGME49_319870
TGME49_319880	N/A	MORN repeat-containing protein	TGME49_319880
TGME49_319890	TROWP	tyrosine-rich oocyst wall protein	TGME49_319890
TGME49_319900	AAP5	apical annuli protein AAP5	TGME49_319900
TGME49_319910	N/A	WD domain, G-beta repeat-containing protein	TGME49_319910
TGME49_319920	N/A	2-oxo acid dehydrogenases acyltransferase (catalytic domain) domain-containing protein	TGME49_319920
TGME49_319930	PP6R	serine/threonine protein phosphatase 6 regulatory subunit PP6R	TGME49_319930
TGME49_319935	N/A	hypothetical protein	TGME49_319935
TGME49_319940	SNAP29	synaptosomal-associated protein 29	TGME49_319940
TGME49_319950	N/A	rRNA-processing protein FCF1, putative	TGME49_319950
TGME49_319960	N/A	hypothetical protein	TGME49_319960
TGME49_319970	SUB10	subtilisin SUB10	TGME49_319970
TGME49_320000	N/A	SCY kinase (incomplete catalytic triad)	TGME49_320000
TGME49_320005	N/A	hypothetical protein	TGME49_320005
TGME49_320010	N/A	hypothetical protein	TGME49_320010
TGME49_320015	N/A	hypothetical protein	TGME49_320015
TGME49_320020	ApiAT2	apicomplexan amino acid transporter ApiAT2	TGME49_320020
TGME49_320030	N/A	hypothetical protein	TGME49_320030
TGME49_320040	N/A	CHORD protein	TGME49_320040
TGME49_320050	RPL5	ribosomal protein RPL5	TGME49_320050
TGME49_320060	N/A	DnaJ domain-containing protein	TGME49_320060
TGME49_320070	N/A	CDK-activating kinase assembly factor MAT1 protein	TGME49_320070
TGME49_320080	N/A	KH domain-containing protein	TGME49_320080
TGME49_320090	N/A	hypothetical protein	TGME49_320090
TGME49_320100	N/A	RNA recognition motif-containing protein	TGME49_320100
TGME49_320105	N/A	hypothetical protein	TGME49_320105
TGME49_320110	PCNA2	proliferating cell nuclear antigen PCNA2	TGME49_320110
TGME49_320120	N/A	diadenosine tetraphosphatase family protein	TGME49_320120
TGME49_320130	N/A	hypothetical protein	TGME49_320130
TGME49_320135	N/A	hypothetical protein	TGME49_320135
TGME49_320140	QCR6	cytochrome b-c1 complex subunit 6, putative	TGME49_320140
TGME49_320150	N/A	elongation factor Tu GTP binding domain-containing protein	TGME49_320150
TGME49_320160	N/A	hypothetical protein	TGME49_320160
TGME49_320170	SRS6	SAG-related sequence SRS16E	TGME49_320170
TGME49_320180	BSR4	SAG-related sequence SRS16C	TGME49_320180
TGME49_320190	SRS9	SAG-related sequence SRS16B	TGME49_320190
TGME49_320200	SRS16A	SAG-related sequence SRS16A	TGME49_320200
TGME49_320210	N/A	pre-mRNA-processing factor 19, putative	TGME49_320210
TGME49_320220	N/A	cytochrome b-c1 complex subunit Rieske, putative	TGME49_320220
TGME49_320230	SRS15C	SAG-related sequence SRS15C	TGME49_320230
TGME49_320240	SRS15B	SAG-related sequence SRS15B	TGME49_320240
TGME49_320250	SRS15A	SAG-related sequence SRS15A	TGME49_320250
TGME49_320260	N/A	hypothetical protein	TGME49_320260
TGME49_320270	N/A	nucleoside transporter, putative	TGME49_320270
TGME49_320280	N/A	hypothetical protein	TGME49_320280
TGME49_320290	N/A	hypothetical protein	TGME49_320290
TGME49_320300	N/A	SWI2/SNF2 Brahma-like putative	TGME49_320300
TGME49_320410	N/A	hypothetical protein	TGME49_320410
TGME49_320430	N/A	cell-cycle-control protein (translation regulation), putative	TGME49_320430
TGME49_320440	N/A	exoribonuclease, putative	TGME49_320440
TGME49_320450	N/A	ribosome biogenesis regulatory protein (rrs1) protein	TGME49_320450
TGME49_320460	N/A	ABC transporter transmembrane region domain-containing protein	TGME49_320460
TGME49_320470	N/A	hypothetical protein	TGME49_320470
TGME49_320480	RAB11B	ras-related protein RAB11B	TGME49_320480
TGME49_320490	GRA66	dense granule protein GRA66	TGME49_320490
TGME49_320500	N/A	patched family protein	TGME49_320500
TGME49_320515	N/A	hypothetical protein	TGME49_320515
TGME49_320525	N/A	DUF1308 domain-containing protein	TGME49_320525
TGME49_320530	N/A	hypothetical protein	TGME49_320530
TGME49_320540	N/A	hypothetical protein	TGME49_320540
TGME49_320550	N/A	AP-5 complex subunit beta-1, putative	TGME49_320550
TGME49_320560	N/A	p25-alpha family protein	TGME49_320560
TGME49_320570	N/A	elongation factor Tu, putative	TGME49_320570
TGME49_320580	N/A	hypothetical protein	TGME49_320580
TGME49_320588	N/A	glycosyl hydrolases family 35 protein	TGME49_320588
TGME49_320592	N/A	hypothetical protein	TGME49_320592
TGME49_320600	N/A	cold-shock DNA-binding domain-containing protein	TGME49_320600
TGME49_320610	N/A	SAC3 domain-containing protein	TGME49_320610
TGME49_320620	N/A	queuine tRNA ribosyl transferase	TGME49_320620
TGME49_320630	N/A	phosphotransferase enzyme family protein	TGME49_320630
TGME49_320640	N/A	peptidylprolyl isomerase domain-containing protein	TGME49_320640
TGME49_320650	N/A	ankyrin repeat-containing protein	TGME49_320650
TGME49_320655	N/A	tRNA-Tyr	TGME49_320655
TGME49_320660	N/A	hypothetical protein	TGME49_320660
TGME49_320670	VPS16	vacuolar protein sorting 16, putative	TGME49_320670
TGME49_320680	AP2IV2	AP2 domain transcription factor AP2IV-2	TGME49_320680
TGME49_320690	N/A	gamma-soluble NSF attachment protein, putative	TGME49_320690
TGME49_320700	AP2IV1	AP2 domain transcription factor AP2IV-1	TGME49_320700
TGME49_320710	N/A	hypothetical protein	TGME49_320710
TGME49_320715	N/A	hypothetical protein	TGME49_320715
TGME49_320720	N/A	hypothetical protein	TGME49_320720
TGME49_320730	N/A	homoserine O-acetyltransferase, putative	TGME49_320730
TGME49_320740	N/A	hypothetical protein	TGME49_320740
TGME49_320750	N/A	hypothetical protein	TGME49_320750
TGME49_320760	N/A	hypothetical protein	TGME49_320760
TGME49_320770	N/A	Toxoplasma gondii family B protein	TGME49_320770
TGME49_320780	N/A	hypothetical protein	TGME49_320780
TGME49_321170	N/A	Toxoplasma gondii family C protein	TGME49_321170
TGME49_321290	N/A	Prp18 domain-containing protein	TGME49_321290
TGME49_321300	ATG12	autophagy-related protein ATG12	TGME49_321300
TGME49_321310	N/A	16S rRNA processing protein RimM domain-containing protein	TGME49_321310
TGME49_321320	N/A	tRNA-Pro	TGME49_321320
TGME49_321340	N/A	membrane protein, putative	TGME49_321340
TGME49_321350	N/A	tRNA-Sec	TGME49_321350
TGME49_321360	N/A	clustered-asparagine-rich protein	TGME49_321360
TGME49_321370	N/A	hypothetical protein	TGME49_321370
TGME49_321380	N/A	tRNA-Val	TGME49_321380
TGME49_321390	N/A	hypothetical protein	TGME49_321390
TGME49_321400	N/A	microsomal signal peptidase (spc12) domain-containing protein	TGME49_321400
TGME49_321410	N/A	hypothetical protein	TGME49_321410
TGME49_321420	N/A	kelch repeat-containing protein	TGME49_321420
TGME49_321430	N/A	DNA repair protein recA , putative	TGME49_321430
TGME49_321440	SANT	SWI2/SNF2 ISWI-like SANT	TGME49_321440
TGME49_321450	N/A	Myb family DNA-binding domain-containing protein	TGME49_321450
TGME49_321460	N/A	hypothetical protein	TGME49_321460
TGME49_321470	SRS12D	SAG-related sequence SRS12D	TGME49_321470
TGME49_321480	SRS12B	SAG-related sequence SRS12B	TGME49_321480
TGME49_321490	SRS12A	SAG-related sequence SRS12A	TGME49_321490
TGME49_321500	N/A	RNA recognition motif-containing protein	TGME49_321500
TGME49_321520	N/A	HSP20-like chaperone	TGME49_321520
TGME49_321530	CPL	cathepsin CPL	TGME49_321530
TGME49_321540	N/A	hypothetical protein	TGME49_321540
TGME49_321550	N/A	hypothetical protein	TGME49_321550
TGME49_321560	N/A	zinc knuckle domain-containing protein	TGME49_321560
TGME49_321570	FABZ	beta-hydroxyacyl-acyl carrier protein dehydratase (FABZ)	TGME49_321570
TGME49_321580	N/A	membrane protein, putative	TGME49_321580
TGME49_321590	N/A	hypothetical protein	TGME49_321590
TGME49_321600	N/A	hypothetical protein	TGME49_321600
TGME49_321610	N/A	HROB domain-containing protein	TGME49_321610
TGME49_321620	DRPB	dynamin-related protein DRPB	TGME49_321620
TGME49_321630	N/A	RNA recognition motif-containing protein	TGME49_321630
TGME49_321640	CDC48AP	cell division protein CDC48AP	TGME49_321640
TGME49_321650	RON13	rhoptry neck protein RON13	TGME49_321650
TGME49_321660	N/A	mannosyltransferase, putative	TGME49_321660
TGME49_321680	N/A	RNA-binding protein, putative	TGME49_321680
TGME49_321685	N/A	hypothetical protein	TGME49_321685
TGME49_321690	N/A	hypothetical protein	TGME49_321690
TGME49_321700	N/A	Kinase-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:S8F8L7]	TGME49_321700
TGME49_321710	N/A	Kinase-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:S8FBM1]	TGME49_321710
TGME49_321800	N/A	EGF family domain-containing protein	TGME49_321800
TGME49_321900	N/A	fructose-1,6-bisphosphate aldolase	TGME49_321900
TGME49_322000	N/A	myosin-light-chain kinase	TGME49_322000
TGME49_322010	N/A	myosin-light-chain kinase	TGME49_322010
TGME49_322020	N/A	hypothetical protein	TGME49_322020
TGME49_322030	N/A	hypothetical protein	TGME49_322030
TGME49_322100	N/A	myosin-light-chain kinase	TGME49_322100
TGME49_322110	N/A	hypothetical protein	TGME49_322110
TGME49_322120	N/A	rhoptry kinase family protein	TGME49_322120
TGME49_322130	N/A	hypothetical protein	TGME49_322130
TGME49_322200	N/A	apocytochrome b, putative	TGME49_322200
TGME49_322210	N/A	apocytochrome b, putative	TGME49_322210
TGME49_322300	N/A	hypothetical protein	TGME49_322300
TGME49_322400	N/A	hypothetical protein	TGME49_322400
TGME49_322500	N/A	hypothetical protein	TGME49_322500
TGME49_322600	N/A	cytochrome c oxidase subunit iii subfamily protein	TGME49_322600
TGME49_322700	N/A	collagen, putative	TGME49_322700
TGME49_322800	N/A	hypothetical protein	TGME49_322800
TGME49_322900	N/A	hypothetical protein	TGME49_322900
TGME49_323000	N/A	KRUF family protein	TGME49_323000
TGME49_323010	N/A	hypothetical protein	TGME49_323010
TGME49_323020	N/A	KRUF family protein	TGME49_323020
TGME49_323100	N/A	hypothetical protein	TGME49_323100
TGME49_323110	N/A	hypothetical protein	TGME49_323110
TGME49_323200	N/A	OTU family cysteine protease	TGME49_323200
TGME49_323300	N/A	myosin-light-chain kinase	TGME49_323300
TGME49_323310	N/A	hypothetical protein	TGME49_323310
TGME49_323320	N/A	hypothetical protein	TGME49_323320
TGME49_323330	N/A	hypothetical protein	TGME49_323330
TGME49_323400	N/A	cytochrome c oxidase subunit iii subfamily protein	TGME49_323400
TGME49_323500	N/A	hypothetical protein	TGME49_323500
TGME49_323600	N/A	OTU family cysteine protease	TGME49_323600
TGME49_323700	N/A	OTU family cysteine protease	TGME49_323700
TGME49_323800	N/A	OTU family cysteine protease	TGME49_323800
TGME49_323900	N/A	hypothetical protein	TGME49_323900
TGME49_324000	N/A	dynein heavy chain, n-terminal region 2 protein	TGME49_324000
TGME49_324100	N/A	hypothetical protein	TGME49_324100
TGME49_324200	N/A	hypothetical protein	TGME49_324200
TGME49_324300	N/A	transitional endoplasmic reticulum ATPase, putative	TGME49_324300
TGME49_324400	N/A	hypothetical protein	TGME49_324400
TGME49_324500	N/A	nuclear distribution protein C, putative	TGME49_324500
TGME49_324600	N/A	heat shock protein	TGME49_324600
TGME49_324700	N/A	hypothetical protein	TGME49_324700
TGME49_324800	N/A	tryptophanyl-tRNA synthetase	TGME49_324800
TGME49_324900	N/A	STAS domain-containing protein	TGME49_324900
TGME49_325000	N/A	hypothetical protein	TGME49_325000
TGME49_325100	N/A	hypothetical protein	TGME49_325100
TGME49_325200	N/A	pyridoxal-phosphate dependent superfamily protein	TGME49_325200
TGME49_325300	N/A	proteasome subunit alpha type, putative	TGME49_325300
TGME49_325400	N/A	ribosomal L37ae family protein	TGME49_325400
TGME49_325500	N/A	ATP-binding Mrp/Nbp35 family protein	TGME49_325500
TGME49_325600	N/A	hypothetical protein	TGME49_325600
TGME49_325700	N/A	ATP-binding protein	TGME49_325700
TGME49_325800	N/A	EGF family domain-containing protein	TGME49_325800
TGME49_325900	N/A	zinc finger (CCCH type) motif-containing protein	TGME49_325900
TGME49_326000	N/A	RNA binding protein, putative	TGME49_326000
TGME49_326100	N/A	dynamin gtpase	TGME49_326100
TGME49_326200	N/A	type I fatty acid synthase	TGME49_326200
TGME49_326300	N/A	hypothetical protein	TGME49_326300
TGME49_326400	N/A	ribosomal protein L10-like, putative	TGME49_326400
TGME49_326500	N/A	hypothetical protein	TGME49_326500
TGME49_326600	N/A	histone, putative	TGME49_326600
TGME49_326700	N/A	DNA-directed RNA polymerase, putative	TGME49_326700
TGME49_326800	N/A	S-Adenosyl homocysteine hydrolase	TGME49_326800
TGME49_326900	N/A	hypothetical protein	TGME49_326900
TGME49_327000	N/A	U5 small nuclear ribonucleoprotein component (U5 snRNP), putative	TGME49_327000
TGME49_327100	N/A	U5 small nuclear ribonuclear protein, putative	TGME49_327100
TGME49_327200	N/A	rhoptry neck protein, putative	TGME49_327200
TGME49_327300	N/A	Toxoplasma gondii family A protein	TGME49_327300
TGME49_327400	N/A	dynein heavy chain family protein	TGME49_327400
TGME49_327500	N/A	hypothetical protein	TGME49_327500
TGME49_327550	N/A	tRNA-Ile	TGME49_327550
TGME49_327600	N/A	exoribonuclease, putative	TGME49_327600
TGME49_327700	N/A	hypothetical protein	TGME49_327700
TGME49_327800	N/A	dynein-1-alpha heavy chain, flagellar inner arm I1 complex, putative	TGME49_327800
TGME49_327900	N/A	hypothetical protein	TGME49_327900
TGME49_328000	N/A	hypothetical protein	TGME49_328000
TGME49_328100	N/A	RNA recognition motif-containing protein	TGME49_328100
TGME49_328200	N/A	phosphatidylinositol 4-kinase	TGME49_328200
TGME49_328300	N/A	CCR4-NOT transcription complex subunit 4, putative	TGME49_328300
TGME49_328400	N/A	aminotransferase, class V family protein	TGME49_328400
TGME49_328500	N/A	hypothetical protein	TGME49_328500
TGME49_328550	N/A	tRNA-Ala	TGME49_328550
TGME49_328600	N/A	Isoleucine-tRNA ligase	TGME49_328600
TGME49_328700	N/A	hypothetical protein	TGME49_328700
TGME49_328800	N/A	hypothetical protein	TGME49_328800
TGME49_328900	N/A	hypothetical protein	TGME49_328900
TGME49_329000	N/A	hypothetical protein	TGME49_329000
TGME49_329100	N/A	Toxoplasma gondii family C protein	TGME49_329100
TGME49_329200	N/A	hypothetical protein	TGME49_329200
TGME49_329300	N/A	hypothetical protein	TGME49_329300
TGME49_329400	N/A	Toxoplasma gondii family C protein	TGME49_329400
TGME49_329500	N/A	hypothetical protein	TGME49_329500
TGME49_329600	N/A	hypothetical protein	TGME49_329600
TGME49_329620	N/A	hypothetical protein	TGME49_329620
TGME49_329700	SRS26J	SAG-related sequence SRS26J	TGME49_329700
TGME49_329710	SRS26I	SAG-related sequence SRS26I	TGME49_329710
TGME49_329800	N/A	hypothetical protein	TGME49_329800
TGME49_330000	N/A	cytochrome b	TGME49_330000
TGME49_355010	N/A	tRNA-Pro	TGME49_355010
TGME49_355020	N/A	tRNA-Lys	TGME49_355020
TGME49_355030	N/A	tRNA-Asp	TGME49_355030
TGME49_355040	N/A	tRNA-Ser	TGME49_355040
TGME49_355050	N/A	tRNA-Tyr	TGME49_355050
TGME49_355060	N/A	tRNA-Met	TGME49_355060
TGME49_355070	N/A	tRNA-Cys	TGME49_355070
TGME49_355080	N/A	tRNA-His	TGME49_355080
